Timestamp,Temp_C,Temp_Apar_C,Hum_Abs,Hum_Rel,Press_Abs_mBar,Rad_Sol,LUX,Vol_Bat
2017/09/21-14:34:02,27.32,29.86,591.96,74.47,822.51,0,50191.10,2278
2017/09/21-15:04:02,26.52,28.34,730.63,74.41,1012.48,0,112666.16,1944
